,category,subclass_1,subclass_2
pan-fried pink sausage,Side dish_pan_fried_any,Main-sub side dish,
pan-fried bacon and kimchi,Side dish_pan_fried_any,Main-sub side dish,
pan-fried bacon and spinach,Side dish_pan_fried_any,Main-sub side dish,
mild pan-fried kimchi,Side dish_pan_fried_any,Main-sub side dish,Dinner
pan-fried kimchi,Side dish_pan_fried_any,Main-sub side dish,Dinner
pan-fried washed kimchi,Side dish_pan_fried_any,Main-sub side dish,
pan-fried spring parsley,Side dish_pan_fried_any,Main-sub side dish,Dinner
pan-fried zucchini,Side dish_pan_fried_any,Main-sub side dish,Lunch or dinner
pan-fried zucchini,Side dish_pan_fried_any,Main-sub side dish,
pan-fried corn with cheese,Side dish_pan_fried_any,Main-sub side dish,
pan-fried potato with cheese,Side dish_pan_fried_any,Main-sub side dish,
pan-fried potato and chive,Side dish_pan_fried_any,Main-sub side dish,
pan-fried potato and lotus root,Side dish_pan_fried_any,Main-sub side dish,
pan-fried vegetables with soft crab,Side dish_pan_fried_any,Main-sub side dish,Dinner
pan-fried lotus root with fried fish paste,Side dish_pan_fried_any,Main-sub side dish,Dinner
pan-fried vegetables with fried fish paste,Side dish_pan_fried_any,Main-sub side dish,
pan-fried vegetables with lotus root,Side dish_pan_fried_any,Main-sub side dish,
pan-fried vegetables with crushed tofu,Side dish_pan_fried_any,Main-sub side dish,
pan-fried shrimp and tofu,Side dish_pan_fried_any,Main-sub side dish,Lunch or dinner
pan-fried vegetables with tuna,Side dish_pan_fried_any,Main-sub side dish,Lunch or dinner
pan-fried soft crab,Side dish_pan_fried_any,Main-sub side dish,Lunch or dinner
pan-fried corn and soft crab,Side dish_pan_fried_any,Main-sub side dish,
pan-fried vegetables with soft crab,Side dish_pan_fried_any,Main-sub side dish,
pan-fried vegetables with mushroom,Side dish_pan_fried_any,Main-sub side dish,
pan-fried vegetables with oyster mushroom,Side dish_pan_fried_any,Main-sub side dish,
pan-fried vegetables with sweet pumpkin,Side dish_pan_fried_any,Main-sub side dish,
pan-fried vegetables,Side dish_pan_fried_any,Main-sub side dish,Lunch
pan-fried chive with perilla leaves,Side dish_pan_fried_any,Main-sub side dish,
pan-fried mussel and chive,Side dish_pan_fried_any,Main-sub side dish,Dinner
pan-fried cuttlefish and chive,Side dish_pan_fried_any,Main-sub side dish,
pan-fried potato,Side dish_pan_fried_any,Main-sub side dish,Lunch
pan-fried sweet potato dumpling,Side dish_pan_fried_any,Main-sub side dish,
pan-fried potato with perilla leaves,Side dish_pan_fried_any,Main-sub side dish,
pan-fried tuna and paprika,Side dish_pan_fried_any,Main-sub side dish,
pan-fried tofu with eggs,Side dish_pan_fried_any,Main-sub side dish,
pan-fried tofu and seaweed,Side dish_pan_fried_any,Main-sub side dish,
pan-fried tofu and mushroom dumpling,Side dish_pan_fried_any,Main-sub side dish,
pan-fried clam and broccoli,Side dish_pan_fried_any,Main-sub side dish,
pan-fried tofu and spinach,Side dish_pan_fried_any,Main-sub side dish,
pan-fried pork and vegetables with lotus root,Side dish_pan_fried_any,Main-sub side dish,
pan-fried cuttlefish and kimchi,Side dish_pan_fried_any,Main-sub side dish,
pan-fried potato and corn,Side dish_pan_fried_any,Main-sub side dish,
pan-fried winter mushroom,Side dish_pan_fried_any,Main-sub side dish,Dinner
pan-fried seafood and chive,Side dish_pan_fried_any,Main-sub side dish,
pan-fried sweet pumpkin,Side dish_pan_fried_any,Main-sub side dish,Lunch or dinner
pan-fried lotus root,Side dish_pan_fried_any,Main-sub side dish,Lunch or dinner
pan-fried mugwort,Side dish_pan_fried_any,Main-sub side dish,Dinner
pan-fried vegetables with mugwort,Side dish_pan_fried_any,Main-sub side dish,
pan-fried corn,Side dish_pan_fried_any,Main-sub side dish,Lunch or dinner
pan-fried Pyogo mushroom with eggs,Side dish_pan_fried_any,Main-sub side dish,Dinner
pan-fried sea lettuce,Side dish_pan_fried_any,Main-sub side dish,Lunch or dinner
pan-fried chive (without eggs),Side dish_pan_fried_any,Main-sub side dish,Lunch
pan-fried corn and sea lettuce,Side dish_pan_fried_any,Main-sub side dish,Lunch
braised halibut,Side dish_braised_main,Main side dish,
braised halibut in marinade sauce,Side dish_braised_main,Main side dish,Dinner
braised halibut in soy sauce,Side dish_braised_main,Main side dish,Dinner
(chilli powder-free) braised cutlassfish,Side dish_braised_main,Main side dish,Dinner
(low-salt) braised cutlassfish,Side dish_braised_main,Main side dish,
braised cutlassfish,Side dish_braised_main,Main side dish,Dinner
braised mackerel and daikon,Side dish_braised_main,Main side dish,Lunch or dinner
braised mackerel in marinade sauce,Side dish_braised_main,Main side dish,
braised mackerel,Side dish_braised_main,Main side dish,Lunch or dinner
(chilli powder-free) braised mackerel,Side dish_braised_main,Main side dish,Lunch or dinner
glazed Neobiani,Side dish_braised_main,Main side dish,
braised pork and sweet pumpkin,Side dish_braised_main,Main side dish,Lunch or dinner
braised pork and sweet pumpkin,Side dish_braised_main,Main side dish,
braised pork and lotus root,Side dish_braised_main,Main side dish,Lunch or dinner
braised chicken and beef in soy sauce,Side dish_braised_main,Main side dish,Dinner
braised chicken,Side dish_braised_main,Main side dish,
braised chicken and walnut,Side dish_braised_main,Main side dish,Lunch or dinner
braised chicken and beef in soy sauce,Side dish_braised_main,Main side dish,
braised chicken and beef in soy sauce,Side dish_braised_main,Main side dish,Lunch or dinner
braised chicken with milk,Side dish_braised_main,Main side dish,
braised beef shreds,Side dish_braised_main,Main side dish,Lunch or dinner
braised pork shreds,Side dish_braised_main,Main side dish,
braised chicken shreds,Side dish_braised_main,Main side dish,Lunch or dinner
braised chicken and beef in soy sauce with rice cake,Side dish_braised_main,Main side dish,Lunch or dinner
braised chicken wings and beef in soy sauce,Side dish_braised_main,Main side dish,
braised chicken drumsticks in sauce,Side dish_braised_main,Main side dish,
braised chicken drumsticks in sauce,Side dish_braised_main,Main side dish,
braised chicken drumsticks and beef in soy sauce,Side dish_braised_main,Main side dish,
braised chicken and beef in soy sauce,Side dish_braised_main,Main side dish,
braised chicken with perilla leaves,Side dish_braised_main,Main side dish,
braised chicken and lotus root,Side dish_braised_main,Main side dish,Dinner
braised chicken in teriyaki sauce,Side dish_braised_main,Main side dish,
braised chicken in curry,Side dish_braised_main,Main side dish,
braised chicken and sweet potato,Side dish_braised_main,Main side dish,
braised chicken and sweet potato,Side dish_braised_main,Main side dish,
braised chicken with potato and sweet potato,Side dish_braised_main,Main side dish,
braised chicken and vegetables,Side dish_braised_main,Main side dish,
braised beef in soy sauce,Side dish_braised_main,Main side dish,
braised beef in soy sauce,Side dish_braised_main,Main side dish,
braised pork in soy sauce with Yangsongyi mushroom,Side dish_braised_main,Main side dish,
braised beef in soy sauce,Side dish_braised_main,Main side dish,Lunch or dinner
(low-salt · low-sugar) braised beef in soy sauce,Side dish_braised_main,Main side dish,Lunch
braised pork in soy sauce,Side dish_braised_main,Main side dish,
braised pork in ketchup,Side dish_braised_main,Main side dish,
braised pork in soy sauce,Side dish_braised_main,Main side dish,
braised beef in soy sauce with eggs,Side dish_braised_main,Main side dish,
braised beef in soy sauce with quail eggs,Side dish_braised_main,Main side dish,
braised pork in soy sauce with eggs,Side dish_braised_main,Main side dish,
braised pork in soy sauce with quail eggs,Side dish_braised_main,Main side dish,Lunch
(low-salt · low-sugar) braised pork with quail eggs,Side dish_braised_main,Main side dish,Dinner
braised pork and konjac,Side dish_braised_main,Main side dish,
braised pork in teriyaki sauce,Side dish_braised_main,Main side dish,
braised pork and daikon slices in soy sauce,Side dish_braised_main,Main side dish,
braised pork and vegetables,Side dish_braised_main,Main side dish,
braised meat ball and vegetables,Side dish_braised_main,Main side dish,
braised pork in soy sauce (tenderloin),Side dish_braised_main,Main side dish,Dinner
braised pork in soy sauce,Side dish_braised_main,Main side dish,Lunch or dinner
braised pork and vegetables,Side dish_braised_main,Main side dish,Dinner
braised pork and walnut,Side dish_braised_main,Main side dish,
braised pork roll with rice cake,Side dish_braised_main,Main side dish,Lunch or dinner
braised pork roll with rice cake and paprika,Side dish_braised_main,Main side dish,
braised meat ball and potato,Side dish_braised_main,Main side dish,
braised meat ball and paprika,Side dish_braised_main,Main side dish,
braised meat ball in tomato sauce,Side dish_braised_main,Main side dish,Lunch
braised shrimp bowl,Side dish_braised_main,Main side dish,
braised pork steak,Side dish_braised_main,Main side dish,
braised meat ball,Side dish_braised_main,Main side dish,Lunch or dinner
braised meat ball in ketchup,Side dish_braised_main,Main side dish,
braised meat ball in ketchup,Side dish_braised_main,Main side dish,Dinner
braised sausage in ketchup,Side dish_braised_main,Main side dish,
braised Spanish mackerel and sweet pumpkin,Side dish_braised_main,Main side dish,
braised Spanish mackerel and daikon,Side dish_braised_main,Main side dish,Lunch or dinner
braised Spanish mackerel in sweet soy sauce,Side dish_braised_main,Main side dish,Lunch or dinner
braised Spanish mackerel in teriyaki sauce,Side dish_braised_main,Main side dish,
braised Spanish mackerel in marinade sauce,Side dish_braised_main,Main side dish,
braised Spanish mackerel in soy sauce,Side dish_braised_main,Main side dish,
braised Spanish mackerel and daikon in soy sauce,Side dish_braised_main,Main side dish,
braised Spanish mackerel and daikon,Side dish_braised_main,Main side dish,
braised Spanish mackerel with tofu and potato,Side dish_braised_main,Main side dish,
braised Spanish mackerel in soy sauce with wraps,Side dish_braised_main,Main side dish,
braised Atka mackerel in yuzu sauce,Side dish_braised_main,Main side dish,
braised Atka mackerel in teriyaki sauce,Side dish_braised_main,Main side dish,
braised Atka mackerel,Side dish_braised_main,Main side dish,
braised Atka mackerel and daikon,Side dish_braised_main,Main side dish,Lunch
braised Atka mackerel in marinade sauce,Side dish_braised_main,Main side dish,Lunch
braised Atka mackerel in sweet soy sauce,Side dish_braised_main,Main side dish,Lunch or dinner
braised Spanish mackerel,Side dish_braised_main,Main side dish,Lunch
braised shrimp,Side dish_braised_main,Main side dish,
braised sausage in ketchup,Side dish_braised_main,Main side dish,
braised beef and potato,Side dish_braised_main,Main side dish,Dinner
braised beef and konjac,Side dish_braised_main,Main side dish,Lunch
braised beef in oyster sauce,Side dish_braised_main,Main side dish,
braised beef and tomato,Side dish_braised_main,Main side dish,Dinner
braised beef and sweet pumpkin,Side dish_braised_main,Main side dish,Dinner
braised beef with glass noodles,Side dish_braised_main,Main side dish,
braised beef with rice cake,Side dish_braised_main,Main side dish,
braised beef and mushroom in soy sauce,Side dish_braised_main,Main side dish,
braised beef and broccoli,Side dish_braised_main,Main side dish,
braised beef and cabbage,Side dish_braised_main,Main side dish,
braised beef and walnut,Side dish_braised_main,Main side dish,Lunch or dinner
(low-salt) braised beef and walnut,Side dish_braised_main,Main side dish,Dinner
braised beef shank in soy sauce,Side dish_braised_main,Main side dish,
braised cuttlefish and eggs in soy sauce,Side dish_braised_main,Main side dish,
braised cuttlefish in soy sauce,Side dish_braised_main,Main side dish,Lunch
braised jukkumi in soy sauce,Side dish_braised_main,Main side dish,Dinner
braised meat dumpling,Side dish_braised_main,Main side dish,
braised meat dumpling in ketchup,Side dish_braised_main,Main side dish,Lunch
braised pollack in sweet soy sauce,Side dish_braised_main,Main side dish,
braised pollack and daikon,Side dish_braised_main,Main side dish,Dinner
braised pollack,Side dish_braised_main,Main side dish,Dinner
braised pollack,Side dish_braised_main,Main side dish,Lunch
braised pork shank in soy sauce,Side dish_braised_main,Main side dish,Dinner
braised beef and chilli pepper in soy sauce,Side dish_braised_main,Main side dish,
braised Spanish mackerel in marinade sauce,Side dish_braised_main,Main side dish,
braised cutlassfish and daikon,Side dish_braised_main,Main side dish,Lunch or dinner
braised saury,Side dish_braised_main,Main side dish,
braised pollack in marinade sauce,Side dish_braised_main,Main side dish,
braised chicken and potato,Side dish_braised_main,Main side dish,Lunch or dinner
braised beef and vegetables,Side dish_braised_main,Main side dish,Lunch
braised halibut and daikon,Side dish_braised_main,Main side dish,
braised cutlassfish and potato,Side dish_braised_main,Main side dish,
braised cod in sweet soy sauce,Side dish_braised_main,Main side dish,Lunch
braised cod,Side dish_braised_main,Main side dish,Lunch
braised pollack in sweet soy sauce,Side dish_braised_main,Main side dish,Lunch
braised pollack and daikon,Side dish_braised_main,Main side dish,Dinner
braised beef and potato,Side dish_braised_main,Main side dish,
braised chicken and sweet potato in soy sauce,Side dish_braised_main,Main side dish,
braised beef and sweet potato,Side dish_braised_main,Main side dish,Dinner
braised mackerel and kimchi,Side dish_braised_main,Main side dish,
braised pork and sweet pumpkin,Side dish_braised_main,Main side dish,
braised chicken wings,Side dish_braised_main,Main side dish,
braised chicken drumsticks in ketchup,Side dish_braised_main,Main side dish,
braised chicken in tomato sauce,Side dish_braised_main,Main side dish,Lunch
braised pork belly in ketchup,Side dish_braised_main,Main side dish,
braised octopus,Side dish_braised_main,Main side dish,
braised butterfish,Side dish_braised_main,Main side dish,
braised beef rib,Side dish_braised_main,Main side dish,
braised pork roll with rice cake in soy sauce,Side dish_braised_main,Main side dish,
braised chicken roll with vegetables,Side dish_braised_main,Main side dish,
braised chicken in teriyaki sauce,Side dish_braised_main,Main side dish,Lunch or dinner
(low-salt) braised chicken in teriyaki sauce,Side dish_braised_main,Main side dish,Dinner
(low-salt) braised chicken and sweet pumpkin,Side dish_braised_main,Main side dish,Lunch
braised chicken and sweet pumpkin,Side dish_braised_main,Main side dish,Lunch or dinner
stir-fried chicken breast and winter celery,Side dish_braised_main,Main side dish,Dinner
braised chicken drumsticks,Side dish_braised_main,Main side dish,Lunch or dinner
braised Korean kebab in soy sauce,Side dish_braised_main,Main side dish,
braised mini-potato,Side dish_braised_sub,Sub side dish,Lunch or dinner
(low-salt) braised potato,Side dish_braised_sub,Sub side dish,Lunch or dinner
braised potato,Side dish_braised_sub,Sub side dish,Lunch or dinner
